label,message
spam,"Hey friend, Invest in the new crypto coin and turn $100 into $500 a day. Reply to this email to find out how. Within 24 hours or your account is deleted."
ham,"Hello, Thanks for reaching out! I'll be out of office until EOD. Best,"
spam,Congratulations! You are the lucky winner of our daily giveaway! Download the secure attachment to view your invoice. Act now!
spam,Get up to 70% off on all electronics! Reply to this email to find out how. Within 24 hours or your account is deleted.
ham,"Hope you are having a good week. Could you send me the link to the website redesign repository? Talk soon,"
spam,"ATTENTION: Make $10,000/week working from home starting in 24 hours! Reply to this email to find out how. Act now!"
ham,"Hope you are having a good week. Could you send me the link to the client pitch repository? Best,"
ham,"Good morning, Hope you are having a good week. Please find your receipt for the hotel reservation attached. Regards,"
ham,"Hi there, Thanks for reaching out! Could you send me the link to the Apollo migration repository? Thanks,"
ham,"I hope this email finds you well. Are we still on for lunch at 2 PM? Regards,"
spam,WARNING: Your package could not be delivered. Reply to this email to find out how. Limited time only.
ham,"Hi everyone, Could you clarify your notes on the invoice? Sincerely,"
ham,"Good morning, I hope this email finds you well. Please find your receipt for the hotel reservation attached. Thanks,"
ham,"Hello, I hope this email finds you well. Do you have a few minutes to chat at EOD? Sincerely,"
ham,"Dear Team, I hope this email finds you well. Could you clarify your notes on the presentation? Thanks,"
ham,"Hi everyone, Just checking in regarding our last conversation. Just a reminder that the deployment is happening at tomorrow. Sincerely,"
spam,"Hey friend, Your Crypto wallet has been suspended due to suspicious activity. Pay the $1.99 shipping fee at www.free-prize.info to get your package. Act now!"
ham,"Just checking in regarding our last conversation. I'm reviewing the draft contract now and will send feedback soon. Best,"
ham,"Hey! Thanks for reaching out! The Apollo migration is progressing well. We hit the milestone. Regards,"
spam,You are the lucky winner of our daily giveaway! Log in at http://bit.ly/scam123 to secure your account. Do this immediately.
ham,"Hi everyone, Following up on the previous thread. Please find your receipt for the hotel reservation attached. Regards,"
spam,"URGENT: Make $500 a day working from home starting in 24 hours! Click here to claim your reward: http://update-your-billing.net Hurry, offer ends {time}!"
spam,"Dear Customer, You have been selected to receive a brand new iPhone 15. Shop now while stocks last! Visit http://bit.ly/scam123 Do this immediately."
spam,Congratulations! Invest in the new crypto coin and turn $100 into thousands of dollars. Verify your identity immediately at http://bit.ly/scam123 to restore access. Limited time only.
ham,"Hello, Hope you are having a good week. Could you clarify your notes on the presentation? Best,"
spam,Congratulations! We noticed a login attempt on your Apple ID. Download the secure attachment to view your invoice. Do this immediately.
spam,"Dear Customer, You are the lucky winner of our daily giveaway! Unsubscribe by clicking http://update-your-billing.net Do this immediately."
ham,"Hi everyone, Let's schedule a meeting for tomorrow to discuss the client pitch. Regards,"
spam,"Hey friend, You have been selected to receive a brand new iPhone 15. Reply to this email to find out how. Act now!"
ham,"Hello, Could you clarify your notes on the Q3 report? Cheers,"
ham,"Just checking in regarding our last conversation. Are we still on for lunch at Friday? Cheers,"
spam,Congratulations! Your Bank of America account has been suspended due to suspicious activity. Download the secure attachment to view your invoice. Act now!
spam,Clearance sale! Massive discounts on software licenses. Click here to claim your reward: www.free-prize.info Do this immediately.
spam,URGENT: We noticed a login attempt on your Amazon account. Log in at http://secure-login-verify.com to secure your account. Act now!
ham,"Dear Team, Following up on the previous thread. Do you have a few minutes to chat at Monday morning? Talk soon,"
ham,"Hey! I hope this email finds you well. The server upgrade is progressing well. We hit the milestone. Best,"
spam,Congratulations! You are the lucky winner of our daily giveaway! Click here to claim your reward: http://update-your-billing.net Act now!
ham,"Following up on the previous thread. I'll be out of office until Friday. Talk soon,"
spam,URGENT: We noticed a login attempt on your Bank of America account. Pay the $1.99 shipping fee at www.free-prize.info to get your package. Act now!
spam,"WARNING: Your Apple ID has been suspended due to suspicious activity. Verify your identity immediately at http://update-your-billing.net to restore access. Hurry, offer ends {time}!"
ham,"Hi everyone, Thanks for reaching out! Could you send me the link to the website redesign repository? Thanks,"
ham,"Hi everyone, Thanks for reaching out! Can we push the design sprint to next week instead? Regards,"
ham,"Hey! Following up on the previous thread. Please find your receipt for monthly subscription attached. Sincerely,"
ham,"Hi there, Following up on the previous thread. Thanks for the update on the marketing campaign. Looks good. Thanks,"
ham,"Hi everyone, Hope you are having a good week. I'm reviewing the draft contract now and will send feedback soon. Talk soon,"
ham,"Hi everyone, Following up on the previous thread. Could you send me the link to the Q4 planning repository? Sincerely,"
ham,"Good morning, Hope you are having a good week. Can you review the attached Q3 report by noon? Best,"
spam,"Hey friend, You are the lucky winner of our daily giveaway! Shop now while stocks last! Visit http://update-your-billing.net Hurry, offer ends {time}!"
spam,"Dear Customer, Your package could not be delivered. Pay the $1.99 shipping fee at www.free-prize.info to get your package. Limited time only."
ham,"Dear Team, Do you have a few minutes to chat at noon? Sincerely,"
ham,"Hi there, I hope this email finds you well. Let's schedule a meeting for 2 PM to discuss the Q4 planning. Sincerely,"
ham,"Hi there, Just checking in regarding our last conversation. Just a reminder that the deployment is happening at next week. Regards,"
ham,"Just checking in regarding our last conversation. Can we push the deployment to noon instead? Cheers,"
ham,"Hi everyone, Thanks for reaching out! Can we push the deployment to 10 AM instead? Regards,"
spam,"Congratulations! Get up to 85% off on all electronics! Verify your identity immediately at www.free-prize.info to restore access. Hurry, offer ends {time}!"
ham,"Good morning, Just checking in regarding our last conversation. I'll be out of office until 10 AM. Sincerely,"
ham,"Can we push the all-hands meeting to Monday morning instead? Talk soon,"
ham,"Hi there, Following up on the previous thread. Could you clarify your notes on the code review? Thanks,"
ham,"Dear Team, Just checking in regarding our last conversation. Can you review the attached draft contract by tomorrow? Regards,"
spam,WARNING: Get up to 90% off on all weight loss gummies! Reply to this email to find out how. Do this immediately.
ham,"Hi everyone, Here are the meeting minutes from our sync on Q4 planning. Best,"
spam,WARNING: You are the lucky winner of our daily giveaway! Reply to this email to find out how. Act now!
ham,"Hi everyone, Following up on the previous thread. Do you have a few minutes to chat at 10 AM? Talk soon,"
ham,"Hi there, Just a reminder that the client call is happening at 10 AM. Sincerely,"
spam,URGENT: Get up to 70% off on all weight loss gummies! Click here to claim your reward: http://secure-login-verify.com Act now!
ham,"Hi everyone, Hope you are having a good week. Here are the meeting minutes from our sync on Q4 planning. Sincerely,"
ham,"Good morning, Hope you are having a good week. Can you review the attached budget spreadsheet by Friday? Regards,"
spam,"Hey friend, Get up to 50% off on all weight loss gummies! Shop now while stocks last! Visit http://claim-now.net Within 24 hours or your account is deleted."
spam,"WARNING: Clearance sale! Massive discounts on electronics. Shop now while stocks last! Visit http://bit.ly/scam123 Hurry, offer ends {time}!"
ham,"Good morning, I hope this email finds you well. Here are the meeting minutes from our sync on server upgrade. Regards,"
spam,Invest in the new crypto coin and turn $100 into $500 a day. Unsubscribe by clicking http://bit.ly/scam123 Do this immediately.
spam,"Dear Customer, Get up to 90% off on all weight loss gummies! Pay the $1.99 shipping fee at http://update-your-billing.net to get your package. Do this immediately."
ham,"Dear Team, Are we still on for lunch at EOD? Talk soon,"
ham,"Dear Team, Let's schedule a meeting for EOD to discuss the marketing campaign. Sincerely,"
ham,"Hope you are having a good week. Do you have a few minutes to chat at next week? Cheers,"
ham,"Good morning, Hope you are having a good week. Can we push the design sprint to 10 AM instead? Sincerely,"
spam,"Hey friend, Clearance sale! Massive discounts on software licenses. Unsubscribe by clicking http://bit.ly/scam123 Hurry, offer ends {time}!"
ham,"I hope this email finds you well. Are we still on for lunch at Friday? Talk soon,"
ham,"Hello, Hope you are having a good week. Do you have a few minutes to chat at next week? Thanks,"
spam,ATTENTION: Make thousands of dollars working from home starting today! Click here to claim your reward: http://secure-login-verify.com Within 24 hours or your account is deleted.
spam,"Congratulations! We noticed a login attempt on your Netflix subscription. Log in at http://bit.ly/scam123 to secure your account. Hurry, offer ends {time}!"
spam,ATTENTION: You are the lucky winner of our daily giveaway! Verify your identity immediately at www.free-prize.info to restore access. Within 24 hours or your account is deleted.
ham,"Hope you are having a good week. Thanks for the update on the marketing campaign. Looks good. Cheers,"
spam,URGENT: You are the lucky winner of our daily giveaway! Shop now while stocks last! Visit http://secure-login-verify.com Limited time only.
spam,URGENT: Your package could not be delivered. Shop now while stocks last! Visit www.free-prize.info Limited time only.
ham,"Hello, Hope you are having a good week. I have updated the presentation with the latest figures. Sincerely,"
spam,WARNING: We noticed a login attempt on your Netflix subscription. Shop now while stocks last! Visit http://secure-login-verify.com Act now!
ham,"Hi there, Following up on the previous thread. Please find your receipt for monthly subscription attached. Best,"
ham,"Good morning, Just checking in regarding our last conversation. Are we still on for lunch at next week? Talk soon,"
spam,"Dear Customer, Invest in the new crypto coin and turn $100 into $500 a day. Click here to claim your reward: http://update-your-billing.net Within 24 hours or your account is deleted."
spam,WARNING: Your PayPal account has been suspended due to suspicious activity. Pay the $1.99 shipping fee at http://bit.ly/scam123 to get your package. Limited time only.
ham,"Hello, Following up on the previous thread. The server upgrade is progressing well. We hit the milestone. Talk soon,"
ham,"Hello, Thanks for reaching out! Are we still on for lunch at next week? Regards,"
spam,URGENT: We noticed a login attempt on your PayPal account. Pay the $1.99 shipping fee at http://secure-login-verify.com to get your package. Act now!
ham,"Hi there, Just checking in regarding our last conversation. Can we push the deployment to Friday instead? Regards,"
spam,You are the lucky winner of our daily giveaway! Shop now while stocks last! Visit http://update-your-billing.net Limited time only.
ham,"Hello, Just checking in regarding our last conversation. I'm reviewing the invoice now and will send feedback soon. Best,"
spam,Congratulations! Invest in the new crypto coin and turn $100 into thousands of dollars. Reply to this email to find out how. Within 24 hours or your account is deleted.
spam,"URGENT: We noticed a login attempt on your Amazon account. Unsubscribe by clicking http://bit.ly/scam123 Hurry, offer ends {time}!"
spam,URGENT: Your package could not be delivered. Download the secure attachment to view your invoice. Act now!
spam,URGENT: Your Netflix subscription has been suspended due to suspicious activity. Log in at http://claim-now.net to secure your account. Act now!
spam,"Invest in the new crypto coin and turn $100 into $10,000/week. Unsubscribe by clicking http://claim-now.net Act now!"
spam,Congratulations! We noticed a login attempt on your Apple ID. Reply to this email to find out how. Within 24 hours or your account is deleted.
ham,"Good morning, Hope you are having a good week. Do you have a few minutes to chat at Friday? Talk soon,"
spam,"URGENT: Invest in the new crypto coin and turn $100 into thousands of dollars. Log in at http://update-your-billing.net to secure your account. Hurry, offer ends {time}!"
ham,"Dear Team, Thanks for reaching out! Thanks for the update on the Q4 planning. Looks good. Regards,"
spam,ATTENTION: Clearance sale! Massive discounts on designer handbags. Click here to claim your reward: www.free-prize.info Do this immediately.
ham,"Hello, Hope you are having a good week. Just a reminder that the all-hands meeting is happening at 10 AM. Thanks,"
ham,"Hi there, Hope you are having a good week. Here are the meeting minutes from our sync on marketing campaign. Best,"
spam,Get up to 99% off on all software licenses! Log in at http://update-your-billing.net to secure your account. Limited time only.
spam,WARNING: Get up to 70% off on all software licenses! Verify your identity immediately at http://secure-login-verify.com to restore access. Act now!
spam,"ATTENTION: Make $10,000/week working from home starting tonight! Shop now while stocks last! Visit http://claim-now.net Do this immediately."
ham,"Just checking in regarding our last conversation. Can we push the coffee chat to tomorrow instead? Regards,"
spam,"Hey friend, Your Crypto wallet has been suspended due to suspicious activity. Log in at http://secure-login-verify.com to secure your account. Limited time only."
spam,"URGENT: You have been selected to receive a Tesla Model S. Click here to claim your reward: http://claim-now.net Hurry, offer ends {time}!"
ham,"Hi there, I hope this email finds you well. Can you review the attached invoice by EOD? Regards,"
spam,"Hey friend, Get up to 85% off on all weight loss gummies! Click here to claim your reward: www.free-prize.info Within 24 hours or your account is deleted."
ham,"Dear Team, Hope you are having a good week. Let's schedule a meeting for Monday morning to discuss the client pitch. Talk soon,"
spam,"Dear Customer, Get up to 99% off on all enhancement pills! Verify your identity immediately at http://bit.ly/scam123 to restore access. Limited time only."
ham,"Good morning, Following up on the previous thread. Do you have a few minutes to chat at EOD? Talk soon,"
spam,"Hey friend, We noticed a login attempt on your Apple ID. Reply to this email to find out how. Act now!"
ham,"Hello, Let's schedule a meeting for 2 PM to discuss the website redesign. Cheers,"
spam,"Dear Customer, Your Netflix subscription has been suspended due to suspicious activity. Click here to claim your reward: http://claim-now.net Hurry, offer ends {time}!"
ham,"Hi there, Hope you are having a good week. Can you review the attached code review by Friday? Cheers,"
spam,"Dear Customer, You are the lucky winner of our daily giveaway! Verify your identity immediately at http://claim-now.net to restore access. Do this immediately."
ham,"Hi everyone, Hope you are having a good week. Can you review the attached design mockup by Friday? Best,"
spam,Congratulations! Clearance sale! Massive discounts on software licenses. Download the secure attachment to view your invoice. Do this immediately.
ham,"Hi everyone, Thanks for reaching out! Can you review the attached design mockup by next week? Cheers,"
ham,"Hi there, I hope this email finds you well. Can you review the attached Q3 report by EOD? Best,"
spam,ATTENTION: You have been selected to receive a free iPad Pro. Click here to claim your reward: http://bit.ly/scam123 Do this immediately.
ham,"Hey! Thanks for reaching out! Are we still on for lunch at next week? Cheers,"
ham,"Hey! Could you clarify your notes on the budget spreadsheet? Regards,"
spam,"Hey friend, Your PayPal account has been suspended due to suspicious activity. Unsubscribe by clicking http://update-your-billing.net Do this immediately."
spam,URGENT: We noticed a login attempt on your Netflix subscription. Shop now while stocks last! Visit http://bit.ly/scam123 Act now!
spam,We noticed a login attempt on your Crypto wallet. Reply to this email to find out how. Limited time only.
spam,ATTENTION: You have been selected to receive a free iPad Pro. Verify your identity immediately at http://claim-now.net to restore access. Act now!
spam,"Dear Customer, Clearance sale! Massive discounts on electronics. Log in at http://secure-login-verify.com to secure your account. Within 24 hours or your account is deleted."
ham,"Hi there, Thanks for reaching out! Just a reminder that the all-hands meeting is happening at noon. Talk soon,"
spam,ATTENTION: Your package could not be delivered. Pay the $1.99 shipping fee at http://secure-login-verify.com to get your package. Do this immediately.
ham,"Hi everyone, Following up on the previous thread. Can you review the attached budget spreadsheet by 2 PM? Best,"
spam,WARNING: You are the lucky winner of our daily giveaway! Click here to claim your reward: http://update-your-billing.net Do this immediately.
ham,"Hi everyone, Hope you are having a good week. Could you clarify your notes on the Q3 report? Sincerely,"
spam,"Dear Customer, Invest in the new crypto coin and turn $100 into $10,000/week. Download the secure attachment to view your invoice. Hurry, offer ends {time}!"
ham,"Hello, Hope you are having a good week. I'm reviewing the invoice now and will send feedback soon. Cheers,"
spam,URGENT: Your package could not be delivered. Reply to this email to find out how. Within 24 hours or your account is deleted.
spam,Get up to 50% off on all weight loss gummies! Download the secure attachment to view your invoice. Limited time only.
spam,ATTENTION: You are the lucky winner of our daily giveaway! Unsubscribe by clicking www.free-prize.info Act now!
ham,"Good morning, Thanks for reaching out! Can we push the all-hands meeting to next week instead? Best,"
spam,URGENT: You have been selected to receive a Tesla Model S. Verify your identity immediately at www.free-prize.info to restore access. Within 24 hours or your account is deleted.
spam,"Hey friend, Get up to 70% off on all weight loss gummies! Download the secure attachment to view your invoice. Limited time only."
spam,"Hey friend, Get up to 99% off on all rolex watches! Shop now while stocks last! Visit http://secure-login-verify.com Limited time only."
spam,"Dear Customer, You have been selected to receive a luxury vacation to Hawaii. Pay the $1.99 shipping fee at http://secure-login-verify.com to get your package. Do this immediately."
ham,"Dear Team, I hope this email finds you well. The client pitch is progressing well. We hit the milestone. Sincerely,"
spam,WARNING: We noticed a login attempt on your Crypto wallet. Pay the $1.99 shipping fee at http://claim-now.net to get your package. Do this immediately.
ham,"Hi there, Following up on the previous thread. Could you clarify your notes on the presentation? Cheers,"
ham,"Good morning, Following up on the previous thread. Do you have a few minutes to chat at noon? Thanks,"
spam,WARNING: We noticed a login attempt on your Crypto wallet. Download the secure attachment to view your invoice. Act now!
spam,WARNING: Get up to 50% off on all rolex watches! Download the secure attachment to view your invoice. Limited time only.
ham,"Good morning, Hope you are having a good week. I'll be out of office until 10 AM. Thanks,"
spam,"Hey friend, Your Crypto wallet has been suspended due to suspicious activity. Unsubscribe by clicking http://update-your-billing.net Hurry, offer ends {time}!"
spam,"Hey friend, You are the lucky winner of our daily giveaway! Reply to this email to find out how. Hurry, offer ends {time}!"
ham,"Hey! Do you have a few minutes to chat at 10 AM? Talk soon,"
ham,"Hi everyone, Hope you are having a good week. Thanks for the update on the Q4 planning. Looks good. Regards,"
spam,"Congratulations! Invest in the new crypto coin and turn $100 into $5,000. Verify your identity immediately at http://update-your-billing.net to restore access. Act now!"
spam,WARNING: Clearance sale! Massive discounts on rolex watches. Unsubscribe by clicking http://secure-login-verify.com Within 24 hours or your account is deleted.
ham,"Hello, Just checking in regarding our last conversation. I'll be out of office until noon. Thanks,"
ham,"Hey! I'll be out of office until tomorrow. Best,"
ham,"Here are the meeting minutes from our sync on Apollo migration. Regards,"
spam,URGENT: You have been selected to receive a $5000 Amazon Gift Card. Reply to this email to find out how. Do this immediately.
spam,"Congratulations! Your Bank of America account has been suspended due to suspicious activity. Click here to claim your reward: http://bit.ly/scam123 Hurry, offer ends {time}!"
ham,"Good morning, I'm reviewing the design mockup now and will send feedback soon. Cheers,"
spam,"URGENT: Invest in the new crypto coin and turn $100 into $5,000. Click here to claim your reward: http://secure-login-verify.com Within 24 hours or your account is deleted."
ham,"Good morning, Hope you are having a good week. Are we still on for lunch at EOD? Cheers,"
spam,Congratulations! You have been selected to receive a Tesla Model S. Reply to this email to find out how. Within 24 hours or your account is deleted.
spam,"Dear Customer, Invest in the new crypto coin and turn $100 into $10,000/week. Click here to claim your reward: www.free-prize.info Do this immediately."
ham,"Hey! Hope you are having a good week. Can you review the attached budget spreadsheet by EOD? Best,"
ham,"Hey! Just checking in regarding our last conversation. Could you clarify your notes on the budget spreadsheet? Best,"
ham,"Hi everyone, Hope you are having a good week. I'll be out of office until tomorrow. Best,"
ham,"Hello, I hope this email finds you well. I'm reviewing the design mockup now and will send feedback soon. Talk soon,"
ham,"Dear Team, Just checking in regarding our last conversation. Could you clarify your notes on the budget spreadsheet? Regards,"
spam,Invest in the new crypto coin and turn $100 into $500 a day. Verify your identity immediately at http://bit.ly/scam123 to restore access. Act now!
spam,"Congratulations! Clearance sale! Massive discounts on electronics. Unsubscribe by clicking http://bit.ly/scam123 Hurry, offer ends {time}!"
ham,"Hope you are having a good week. I'll be out of office until Monday morning. Talk soon,"
ham,"Hello, Could you send me the link to the Apollo migration repository? Talk soon,"
spam,"Hey friend, Your PayPal account has been suspended due to suspicious activity. Log in at http://bit.ly/scam123 to secure your account. Act now!"
ham,"Good morning, Thanks for reaching out! The marketing campaign is progressing well. We hit the milestone. Talk soon,"
spam,"Dear Customer, We noticed a login attempt on your Apple ID. Click here to claim your reward: www.free-prize.info Within 24 hours or your account is deleted."
ham,"Hi there, Hope you are having a good week. Thanks for the update on the website redesign. Looks good. Best,"
ham,"Good morning, Just checking in regarding our last conversation. The website redesign is progressing well. We hit the milestone. Talk soon,"
spam,WARNING: Clearance sale! Massive discounts on electronics. Shop now while stocks last! Visit http://bit.ly/scam123 Limited time only.
spam,"Hey friend, Make $500 a day working from home starting today! Unsubscribe by clicking http://bit.ly/scam123 Within 24 hours or your account is deleted."
ham,"Hey! Hope you are having a good week. Please find your receipt for your flight booking attached. Regards,"
spam,"Dear Customer, You are the lucky winner of our daily giveaway! Reply to this email to find out how. Limited time only."
ham,"Hope you are having a good week. Can you review the attached Q3 report by tomorrow? Talk soon,"
spam,Congratulations! You have been selected to receive a Tesla Model S. Log in at http://secure-login-verify.com to secure your account. Do this immediately.
ham,"Following up on the previous thread. Let's schedule a meeting for Monday morning to discuss the server upgrade. Sincerely,"
ham,"Dear Team, Just checking in regarding our last conversation. The server upgrade is progressing well. We hit the milestone. Regards,"
spam,"Dear Customer, We noticed a login attempt on your Crypto wallet. Click here to claim your reward: http://update-your-billing.net Limited time only."
spam,"Hey friend, Your package could not be delivered. Verify your identity immediately at http://bit.ly/scam123 to restore access. Limited time only."
ham,"Hey! I have updated the code review with the latest figures. Sincerely,"
spam,"Invest in the new crypto coin and turn $100 into $5,000. Verify your identity immediately at http://claim-now.net to restore access. Limited time only."
spam,"Dear Customer, Get up to 99% off on all electronics! Download the secure attachment to view your invoice. Do this immediately."
spam,"Dear Customer, Your Crypto wallet has been suspended due to suspicious activity. Download the secure attachment to view your invoice. Hurry, offer ends {time}!"
ham,"Hi everyone, I hope this email finds you well. Do you have a few minutes to chat at Monday morning? Best,"
spam,Make $500 a day working from home starting today! Download the secure attachment to view your invoice. Act now!
ham,"Just checking in regarding our last conversation. I'll be out of office until tomorrow. Thanks,"
spam,"Hey friend, You have been selected to receive a brand new iPhone 15. Pay the $1.99 shipping fee at http://claim-now.net to get your package. Hurry, offer ends {time}!"
ham,"Good morning, I hope this email finds you well. Are we still on for lunch at tomorrow? Regards,"
ham,"Hi everyone, Hope you are having a good week. Thanks for the update on the Apollo migration. Looks good. Thanks,"
ham,"Dear Team, Thanks for reaching out! I'm reviewing the invoice now and will send feedback soon. Regards,"
ham,"Good morning, Just checking in regarding our last conversation. Thanks for the update on the website redesign. Looks good. Regards,"
spam,"Hey friend, Invest in the new crypto coin and turn $100 into $5,000. Reply to this email to find out how. Hurry, offer ends {time}!"
spam,Congratulations! Your package could not be delivered. Verify your identity immediately at www.free-prize.info to restore access. Limited time only.
ham,"Good morning, Just checking in regarding our last conversation. Here are the meeting minutes from our sync on marketing campaign. Cheers,"
ham,"Hey! Following up on the previous thread. I'll be out of office until noon. Thanks,"
spam,"Congratulations! Invest in the new crypto coin and turn $100 into $500 a day. Download the secure attachment to view your invoice. Hurry, offer ends {time}!"
ham,"Hey! I hope this email finds you well. Can we push the coffee chat to 2 PM instead? Cheers,"
ham,"Hi there, Could you clarify your notes on the presentation? Thanks,"
ham,"Hey! Thanks for reaching out! Can we push the team building to Monday morning instead? Best,"
spam,Congratulations! Your package could not be delivered. Reply to this email to find out how. Within 24 hours or your account is deleted.
spam,Congratulations! You have been selected to receive a brand new iPhone 15. Verify your identity immediately at http://bit.ly/scam123 to restore access. Within 24 hours or your account is deleted.
spam,WARNING: You have been selected to receive a Tesla Model S. Pay the $1.99 shipping fee at http://claim-now.net to get your package. Do this immediately.
spam,"ATTENTION: Clearance sale! Massive discounts on electronics. Unsubscribe by clicking http://bit.ly/scam123 Hurry, offer ends {time}!"
spam,Congratulations! Your Netflix subscription has been suspended due to suspicious activity. Pay the $1.99 shipping fee at http://secure-login-verify.com to get your package. Act now!
ham,"Hello, I hope this email finds you well. Please find your receipt for monthly subscription attached. Best,"
ham,"Hey! Just checking in regarding our last conversation. Could you clarify your notes on the budget spreadsheet? Thanks,"
spam,ATTENTION: We noticed a login attempt on your Bank of America account. Click here to claim your reward: http://bit.ly/scam123 Within 24 hours or your account is deleted.
spam,"WARNING: Your Crypto wallet has been suspended due to suspicious activity. Shop now while stocks last! Visit http://claim-now.net Hurry, offer ends {time}!"
ham,"Hey! Could you send me the link to the server upgrade repository? Talk soon,"
spam,"Congratulations! Clearance sale! Massive discounts on weight loss gummies. Pay the $1.99 shipping fee at www.free-prize.info to get your package. Hurry, offer ends {time}!"
ham,"Hi everyone, Hope you are having a good week. Do you have a few minutes to chat at 2 PM? Talk soon,"
spam,"Hey friend, Invest in the new crypto coin and turn $100 into thousands of dollars. Shop now while stocks last! Visit http://secure-login-verify.com Act now!"
ham,"Hi everyone, Just checking in regarding our last conversation. Are we still on for lunch at tomorrow? Best,"
ham,"Dear Team, Hope you are having a good week. Could you send me the link to the Q4 planning repository? Thanks,"
spam,"Dear Customer, Clearance sale! Massive discounts on software licenses. Shop now while stocks last! Visit http://secure-login-verify.com Hurry, offer ends {time}!"
ham,"Hello, Thanks for reaching out! Please find your receipt for the conference ticket attached. Best,"
ham,"Hey! Just checking in regarding our last conversation. Just a reminder that the client call is happening at EOD. Best,"
spam,WARNING: Clearance sale! Massive discounts on enhancement pills. Reply to this email to find out how. Act now!
ham,"Thanks for reaching out! Can we push the all-hands meeting to 10 AM instead? Sincerely,"
ham,"Hey! I hope this email finds you well. Do you have a few minutes to chat at 10 AM? Thanks,"
ham,"Hi there, Thanks for reaching out! Do you have a few minutes to chat at next week? Talk soon,"
ham,"Hey! Thanks for reaching out! I have updated the invoice with the latest figures. Sincerely,"
spam,"Dear Customer, Clearance sale! Massive discounts on electronics. Pay the $1.99 shipping fee at http://claim-now.net to get your package. Within 24 hours or your account is deleted."
spam,"Dear Customer, Invest in the new crypto coin and turn $100 into $5,000. Pay the $1.99 shipping fee at www.free-prize.info to get your package. Hurry, offer ends {time}!"
ham,"Dear Team, Just checking in regarding our last conversation. Are we still on for lunch at Friday? Talk soon,"
ham,"Dear Team, Following up on the previous thread. Please find your receipt for the hotel reservation attached. Cheers,"
ham,"Hi there, Thanks for reaching out! Can you review the attached invoice by next week? Best,"
ham,"Thanks for reaching out! Can you review the attached invoice by EOD? Regards,"
spam,"Congratulations! Get up to 99% off on all electronics! Verify your identity immediately at http://update-your-billing.net to restore access. Hurry, offer ends {time}!"
spam,"URGENT: Make thousands of dollars working from home starting immediately! Download the secure attachment to view your invoice. Hurry, offer ends {time}!"
spam,"Dear Customer, Invest in the new crypto coin and turn $100 into thousands of dollars. Click here to claim your reward: http://update-your-billing.net Hurry, offer ends {time}!"
ham,"Good morning, I hope this email finds you well. I'm reviewing the Q3 report now and will send feedback soon. Regards,"
spam,Your package could not be delivered. Log in at http://update-your-billing.net to secure your account. Within 24 hours or your account is deleted.
spam,"Dear Customer, Clearance sale! Massive discounts on electronics. Unsubscribe by clicking http://secure-login-verify.com Do this immediately."
spam,ATTENTION: You are the lucky winner of our daily giveaway! Verify your identity immediately at http://claim-now.net to restore access. Limited time only.
ham,"Dear Team, Following up on the previous thread. Could you send me the link to the website redesign repository? Cheers,"
ham,"Hope you are having a good week. Do you have a few minutes to chat at noon? Best,"
ham,"Hey! Let's schedule a meeting for Friday to discuss the marketing campaign. Talk soon,"
ham,"Hey! Just checking in regarding our last conversation. I have updated the invoice with the latest figures. Thanks,"
ham,"I hope this email finds you well. I'll be out of office until 10 AM. Regards,"
ham,"I hope this email finds you well. Can you review the attached code review by 2 PM? Best,"
spam,"Dear Customer, We noticed a login attempt on your Apple ID. Reply to this email to find out how. Limited time only."
ham,"Dear Team, Do you have a few minutes to chat at 10 AM? Regards,"
spam,Get up to 85% off on all designer handbags! Click here to claim your reward: www.free-prize.info Limited time only.
spam,"Hey friend, Make $10,000/week working from home starting in 24 hours! Reply to this email to find out how. Hurry, offer ends {time}!"
spam,You are the lucky winner of our daily giveaway! Download the secure attachment to view your invoice. Act now!
spam,URGENT: We noticed a login attempt on your Amazon account. Verify your identity immediately at http://update-your-billing.net to restore access. Do this immediately.
ham,"Hey! Following up on the previous thread. Could you clarify your notes on the Q3 report? Talk soon,"
spam,ATTENTION: Your package could not be delivered. Reply to this email to find out how. Do this immediately.
spam,"Dear Customer, Invest in the new crypto coin and turn $100 into $500 a day. Verify your identity immediately at http://update-your-billing.net to restore access. Limited time only."
ham,"Good morning, Thanks for reaching out! Could you send me the link to the client pitch repository? Thanks,"
spam,"Dear Customer, Your Netflix subscription has been suspended due to suspicious activity. Click here to claim your reward: http://update-your-billing.net Limited time only."
ham,"Hello, Hope you are having a good week. The Q4 planning is progressing well. We hit the milestone. Talk soon,"
ham,"Dear Team, Hope you are having a good week. Are we still on for lunch at 2 PM? Talk soon,"
spam,WARNING: You have been selected to receive a brand new iPhone 15. Pay the $1.99 shipping fee at www.free-prize.info to get your package. Act now!
ham,"Thanks for reaching out! Are we still on for lunch at next week? Sincerely,"
spam,"Hey friend, Your package could not be delivered. Download the secure attachment to view your invoice. Do this immediately."
spam,Congratulations! Get up to 70% off on all weight loss gummies! Download the secure attachment to view your invoice. Within 24 hours or your account is deleted.
ham,"Hey! I'll be out of office until EOD. Talk soon,"
ham,"Hi everyone, Hope you are having a good week. Could you send me the link to the client pitch repository? Talk soon,"
spam,Invest in the new crypto coin and turn $100 into thousands of dollars. Pay the $1.99 shipping fee at http://bit.ly/scam123 to get your package. Limited time only.
ham,"Dear Team, I have updated the Q3 report with the latest figures. Regards,"
